OUI,Vendor,Source
44:7B:C4,DualShine Technology(SZ)Co. Ltd,Wireshark
44:7C:7F,Innolight Technology Corporation,Wireshark
44:7D:A5,Vtion Information Technology (Fujian) Co. Ltd,Wireshark
44:7E:76,Trek Technology (S) Pte Ltd,Wireshark
44:7E:95,Alpha and Omega Inc,Wireshark
44:7F:77,Connected Home,Wireshark
44:80:EB,Motorola Mobility LLC a Lenovo Company,Wireshark
44:82:E5,Huawei Technologies Co. Ltd,Wireshark
44:83:12,Star-Net,Wireshark
44:85:00,Intel Corporate,Wireshark
44:85:02,Shenzhen SuperElectron Technology Co. Ltd.,Wireshark
44:86:C1,Siemens Low Voltage & Products,Wireshark
44:87:23,Hoya Service Corporation,Wireshark
44:87:DB,Tymphany Acoustic Technology (Huizhou) Co. Ltd.,Wireshark
44:87:FC,Elitegroup Computer Systems Co. Ltd.,Wireshark
44:88:CB,Camco Technologies NV,Wireshark
44:8A:5B,Micro-Star INT'L CO. LTD.,Wireshark
44:8C:00,Realme Chongqing Mobile Telecommunications Corp. Ltd.,Wireshark
44:8C:52,KTIS CO. Ltd,Wireshark
44:8C:AB,Beijing Flitlink Vientiane Technology Co. LTD,Wireshark
44:8D:BF,Rhino Mobility LLC,Wireshark
44:8E:12,DT Research Inc.,Wireshark
44:8E:81,Vig,Wireshark
44:8E:EC,China Mobile Group Device Co. Ltd.,Wireshark
44:8F:17,Samsung Electronics Co. Ltd. ARTIK,Wireshark
44:90:BB,Apple Inc.,Wireshark
44:91:60,Murata Manufacturing Co. Ltd.,Wireshark
44:91:7C,HMD Global Oy,Wireshark
44:91:DB,Shanghai Huaqin Telecom Technology Co. Ltd,Wireshark
44:94:FC,Netgear,Wireshark
44:95:3B,RLTech India Private Limited,Wireshark
44:95:FA,Qingdao Santong Digital Technology Co.Ltd,Wireshark
44:96:2B,Aidon Oy,Wireshark
44:97:5A,Shenzhen Fast Technologies Co. Ltd,Wireshark
44:9B:78,The Now Factory,Wireshark
44:9B:C1,Huawei Technologies Co. Ltd,Wireshark
44:9C:B5,Alcomp Inc,Wireshark
44:9E:F9,vivo Mobile Communication Co. Ltd.,Wireshark
44:9F:46,Huawei Device Co. Ltd.,Wireshark
44:9F:7F,DataCore Software Corporation,Wireshark
44:A1:91,Huawei Technologies Co. Ltd,Wireshark
44:A3:C7,zte corporation,Wireshark
44:A4:2D,TCT mobile ltd,Wireshark
44:A4:66,Groupe Ldlc,Wireshark
44:A5:4E,Qorvo International Pte. Ltd.,Wireshark
44:A5:6E,Netgear,Wireshark
44:A6:1E,Ingram Micro Services,Wireshark
44:A6:42,Hangzhou Hikvision Digital Technology Co. Ltd.,Wireshark
44:A6:89,Promax Electronica Sa,Wireshark
44:A6:E5,Thinking Technology Co. Ltd,Wireshark
44:A7:CF,Murata Manufacturing Co. Ltd.,Wireshark
44:A8:42,Dell Inc.,Wireshark
44:A8:C2,Sewoo Tech Co. Ltd,Wireshark
44:A8:FC,Apple Inc.,Wireshark
44:A9:2C,IEEE Registration Authority,Wireshark
44:AA:27,udworks Co. Ltd.,Wireshark
44:AA:50,Juniper Networks,Wireshark
44:AA:E8,Nanotec Electronic GmbH & Co. KG,Wireshark
44:AA:F5,ARRIS Group Inc.,Wireshark
44:AD:19,Xingfei （H.K）Limited,Wireshark
44:AD:B1,Sagemcom Broadband SAS,Wireshark
44:AE:44,Huawei Device Co. Ltd.,Wireshark
44:AE:AB,Guangdong Oppo Mobile Telecommunications Corp. Ltd,Wireshark
44:AF:28,Intel Corporate,Wireshark
44:B2:95,Sichuan AI-Link Technology Co. Ltd.,Wireshark
44:B3:2D,TP-Link Technologies Co. Ltd.,Wireshark
44:B3:82,Kuang-chi Institute of Advanced Technology,Wireshark
44:B4:12,Sius Ag,Wireshark
44:B4:33,tide.co. Ltd,Wireshark
44:B4:62,Flextronics Tech.(Ind) Pvt Ltd,Wireshark
44:B4:B2,Amazon Technologies Inc.,Wireshark
44:B7:D0,Microchip Technology Inc.,Wireshark
44:B9:94,Douglas Lighting Controls,Wireshark
44:BA:46,Sichuan Tianyi Comheart Telecom Co. Ltd,Wireshark
44:BB:3B,Google Inc.,Wireshark
44:BD:DE,BHTC GmbH,Wireshark
44:BF:E3,Shenzhen Longtech Electronics Co. Ltd,Wireshark
44:C1:5C,Texas Instruments,Wireshark
44:C2:33,Guangzhou Comet Technology Development Co.Ltd,Wireshark
44:C3:06,SIFROM Inc.,Wireshark
44:C3:46,Huawei Technologies Co. Ltd,Wireshark
44:C3:9B,Ooo Rubezh Npo,Wireshark
44:C4:A9,Opticom Communication LLC,Wireshark
44:C5:6F,NGN Easy Satfinder (Tianjin) Electronic Co. Ltd,Wireshark
44:C6:5D,Apple Inc.,Wireshark
44:C6:9B,Wuhan Feng Tian Information Network CO. Ltd,Wireshark
44:C7:FC,Huawei Device Co. Ltd.,Wireshark
44:C8:74,China Mobile Group Device Co. Ltd.,Wireshark
44:C9:A2,Greenwald Industries,Wireshark
44:CB:8B,LG Innotek,Wireshark
44:CD:0E,Flextronics Manufacturing(Zhuhai)Co. Ltd.,Wireshark
44:CE:3A,Jiangsu Huacun Electronic Technology Co. Ltd.,Wireshark
44:CE:7D,Sfr,Wireshark
44:D1:5E,Shanghai Kingto Information Technology Ltd,Wireshark
44:D1:FA,Shenzhen Yunlink Technology Co. Ltd,Wireshark
44:D2:44,Seiko Epson Corporation,Wireshark
44:D2:67,Snorble,Wireshark
44:D2:CA,Anvia TV Oy,Wireshark
44:D3:AD,Shenzhen TINNO Mobile Technology Corp.,Wireshark
44:D4:37,Inteno Broadband Technology AB,Wireshark
44:D4:53,Sagemcom Broadband SAS,Wireshark
44:D4:54,Sagemcom Broadband SAS,Wireshark
44:D4:E0,Sony Corporation,Wireshark
44:D5:06,Sichuan Tianyi Comheart Telecom Co. Ltd,Wireshark
44:D5:A5,AddOn Computer,Wireshark
44:D5:C1,EM Microelectronic,Wireshark
44:D5:CC,Amazon Technologies Inc.,Wireshark
44:D5:F2,IEEE Registration Authority,Wireshark
44:D6:3D,Talari Networks,Wireshark
44:D6:E1,Snuza International Pty. Ltd.,Wireshark
44:D7:7E,Robert Bosch GmbH,Wireshark
44:D7:91,Huawei Technologies Co. Ltd,Wireshark
44:D8:32,AzureWave Technology Inc.,Wireshark
44:D8:78,Hui Zhou Gaoshengda Technology Co. Ltd,Wireshark
44:D8:84,Apple Inc.,Wireshark
44:D9:E7,Ubiquiti Inc,Wireshark
46:D9:E7,Ubiquiti Inc,Field
44:DA:30,Apple Inc.,Wireshark
44:DB:60,Nanjing Baihezhengliu Technology Co. Ltd,Wireshark
44:DB:D2,Yealink(Xiamen) Network Technology Co. Ltd.,Wireshark
44:DC:4E,Itel Mobile Limited,Wireshark
44:DC:91,Planex Communications Inc.,Wireshark
44:DC:CB,Semindia Systems Pvt Ltd,Wireshark
44:DF:65,Beijing Xiaomi Mobile Software Co. Ltd,Wireshark
44:E0:8E,Cisco SPVTG,Wireshark
44:E1:37,ARRIS Group Inc.,Wireshark
44:E2:F1,NewRadio Technologies Co. Ltd.,Wireshark
44:E4:9A,Omnitronics Pty Ltd,Wireshark
44:E4:EE,Wistron Neweb Corporation,Wireshark
44:E5:17,Intel Corporate,Wireshark
44:E6:6E,Apple Inc.,Wireshark
44:E6:B0,China Mobile IOT Company Limited,Wireshark
44:E8:A5,Myreka Technologies Sdn. Bhd.,Wireshark
44:E9:68,Huawei Technologies Co. Ltd,Wireshark
44:E9:DD,Sagemcom Broadband SAS,Wireshark
44:EA:30,Samsung Electronics Co. Ltd,Wireshark
44:EA:4B,Actlas Inc.,Wireshark
44:EA:D8,Texas Instruments,Wireshark
44:EB:2E,Alpsalpine Co Ltd,Wireshark
44:EC:CE,Juniper Networks,Wireshark
44:ED:57,Longicorn inc.,Wireshark
44:EE:02,MTI Ltd.,Wireshark
44:EE:14,Texas Instruments,Wireshark
44:EE:30,Budelmann Elektronik GmbH,Wireshark
44:EF:BF,China Dragon Technology Limited,Wireshark
44:EF:CF,UGENE SOLUTION inc.,Wireshark
44:F0:34,Kaon Group Co. Ltd.,Wireshark
44:F0:9E,Apple Inc.,Wireshark
44:F2:1B,Apple Inc.,Wireshark
44:F4:36,zte corporation,Wireshark
44:F4:59,Samsung Electronics Co. Ltd,Wireshark
44:F4:77,Juniper Networks,Wireshark
44:F4:E7,Cohesity Inc,Wireshark
44:F8:49,Union Pacific Railroad,Wireshark
44:F9:71,Shenzhen Mercury Communication Technologies Co. Ltd.,Wireshark
44:FA:66,Cloud Network Technology Singapore Pte. Ltd.,Wireshark
44:FB:42,Apple Inc.,Wireshark
44:FB:5A,zte corporation,Wireshark
44:FD:A3,Everysight LTD.,Wireshark
44:FE:3B,Arcadyan Corporation,Wireshark
44:FF:BA,zte corporation,Wireshark
47:54:43,# (This number is a multicast!),Wireshark
48:00:31,Huawei Technologies Co. Ltd,Wireshark
48:00:33,Technicolor CH USA Inc.,Wireshark
48:00:7D,Dts Elektronik San. Tic. Ltd. Sti.,Wireshark
48:01:C5,OnePlus Technology (Shenzhen) Co. Ltd,Wireshark
48:02:2A,B-Link Electronic Limited,Wireshark
48:02:86,Realme Chongqing Mobile Telecommunications Corp. Ltd.,Wireshark
48:02:AF,Telit Communication s.p.a,Wireshark
48:03:62,Desay Electronics(Huizhou)Co. Ltd,Wireshark
48:04:9F,Elecom Co. Ltd,Wireshark
48:05:E2,Huawei Device Co. Ltd.,Wireshark
48:06:2B,Private,Wireshark
48:06:6A,Tempered Networks Inc.,Wireshark
48:0B:B2,IEEE Registration Authority,Wireshark
48:0C:49,NAKAYO Inc,Wireshark
48:0E:EC,TP-Link Technologies Co. Ltd.,Wireshark
48:0F:CF,Hewlett Packard,Wireshark
48:10:63,NTT Innovation Institute Inc.,Wireshark
48:12:49,Luxcom Technologies Inc.,Wireshark
48:12:58,Huawei Technologies Co. Ltd,Wireshark
48:12:8F,Huawei Technologies Co. Ltd,Wireshark
48:13:7E,Samsung Electronics Co. Ltd,Wireshark
48:13:F3,Bbk Educational Electronics Corp. Ltd.,Wireshark
48:16:93,Lear Corporation GmbH,Wireshark
48:17:4C,MicroPower technologies,Wireshark
48:18:42,Shanghai Winaas Co. Equipment Co. Ltd.,Wireshark
48:18:8D,Weifang Goertek Electronics Co. Ltd,Wireshark
48:18:FA,Nocsys,Wireshark
48:1A:84,Pointer Telocation Ltd,Wireshark
48:1B:40,Technicolor CH USA Inc.,Wireshark
48:1B:D2,Intron Scientific co. ltd.,Wireshark
48:1C:B9,Sz Dji Technology Co. Ltd,Wireshark
48:1D:70,Cisco SPVTG,Wireshark
48:1F:2D,Shenzhen Jie Shi Lian Industrial Co. Ltd,Wireshark
48:1F:66,China Mobile Group Device Co. Ltd.,Wireshark
48:21:0B,Pegatron Corporation,Wireshark
48:21:6C,China Mobile IOT Company Limited,Wireshark
48:22:18,Shenzhen Yipingfang Network Technology Co. Ltd.,Wireshark
48:22:54,TP-Link Corporation Limited,Wireshark
48:23:35,Dialog Semiconductor Hellas SA,Wireshark
48:25:67,Poly,Wireshark
48:25:F3,Huawei Device Co. Ltd.,Wireshark
48:26:2C,Apple Inc.,Wireshark
48:26:E8,Tek-Air Systems Inc.,Wireshark
48:27:59,Levven Electronics Ltd.,Wireshark
48:27:C5,Huawei Technologies Co. Ltd,Wireshark
48:27:E2,Espressif Inc.,Wireshark
48:27:EA,Samsung Electronics Co. Ltd,Wireshark
48:28:2F,zte corporation,Wireshark
48:29:52,Sagemcom Broadband SAS,Wireshark
48:29:D6,Guangdong Oppo Mobile Telecommunications Corp. Ltd,Wireshark
48:29:E4,Ao,Wireshark
48:2A:E3,Wistron InfoComm(Kunshan)Co. Ltd.,Wireshark
48:2C:A0,Xiaomi Communications Co Ltd,Wireshark
48:2C:D0,Huawei Technologies Co. Ltd,Wireshark
48:2C:EA,Motorola Inc Business Light Radios,Wireshark
48:2F:D7,Huawei Technologies Co. Ltd,Wireshark
48:31:33,Robert Bosch Elektronika Kft.,Wireshark
48:31:77,Nintendo Co. Ltd,Wireshark
48:31:B7,Espressif Inc.,Wireshark
48:31:DB,Huawei Device Co. Ltd.,Wireshark
48:33:DD,Zennio Avance Y Tecnologia S.L.,Wireshark
48:34:3D,IEP GmbH,Wireshark
48:35:2B,Apple Inc.,Wireshark
48:35:2E,Shenzhen Wolck Network Product Co. Ltd,Wireshark
48:36:5F,Wintecronics Ltd.,Wireshark
48:38:71,Huawei Device Co. Ltd.,Wireshark
48:38:B6,Auhui Taoyun Technology Co. Ltd,Wireshark
48:39:74,Proware Technologies Co. Ltd.,Wireshark
48:3B:38,Apple Inc.,Wireshark
48:3C:0C,Huawei Technologies Co. Ltd,Wireshark
48:3D:32,Syscor Controls & Automation,Wireshark
48:3E:5E,Sernet (Suzhou) Technologies Corporation,Wireshark
48:3F:DA,Espressif Inc.,Wireshark
48:3F:E9,Huawei Technologies Co. Ltd,Wireshark
48:43:5A,Huawei Technologies Co. Ltd,Wireshark
48:43:7C,Apple Inc.,Wireshark
48:43:DD,Amazon Technologies Inc.,Wireshark
48:44:53,HDS ???,Wireshark
48:44:87,Cisco SPVTG,Wireshark
48:44:F7,Samsung Electronics Co. Ltd,Wireshark
48:45:20,Intel Corporate,Wireshark
48:45:CF,LLC Proizvodstvennaya Kompania TransService,Wireshark
48:46:8D,Zepcam B.V.,Wireshark
48:46:C1,Fn-Link Technology Limited,Wireshark
48:46:F1,Uros Oy,Wireshark
48:46:FB,Huawei Technologies Co. Ltd,Wireshark
48:47:4B,Huawei Device Co. Ltd.,Wireshark
48:49:C7,Samsung Electronics Co. Ltd,Wireshark
48:4A:30,George Robotics Limited,Wireshark
48:4A:E9,Hewlett Packard Enterprise,Wireshark
48:4B:AA,Apple Inc.,Wireshark
48:4B:D4,Technicolor CH USA Inc.,Wireshark
48:4C:00,Network Solutions,Wireshark
48:4C:29,Huawei Technologies Co. Ltd,Wireshark
48:4C:86,Huawei Device Co. Ltd.,Wireshark
48:4D:7E,Dell Inc.,Wireshark
48:4E:FC,ARRIS Group Inc.,Wireshark
48:50:73,Microsoft Corporation,Wireshark
48:51:69,Samsung Electronics Co. Ltd,Wireshark
48:51:B7,Intel Corporate,Wireshark
48:51:C5,Intel Corporate,Wireshark
48:51:CF,Intelbras,Wireshark
48:51:D0,Jiangsu Xinsheng Intelligent Technology Co. Ltd.,Wireshark
48:52:61,Soreel,Wireshark
48:54:15,Net Rules Tecnologia Eireli,Wireshark
48:54:E8,Winbond?,Wireshark
48:55:19,Espressif Inc.,Wireshark
48:55:5C,Wu Qi Technologies Inc.,Wireshark
48:55:5E,Shenzhen Skyworth Digital Technology CO. Ltd,Wireshark
48:55:5F,Fiberhome Telecommunication Technologies Co. Ltd,Wireshark
48:57:02,Huawei Technologies Co. Ltd,Wireshark
48:57:D2,Broadcom Limited,Wireshark
48:57:DD,Facebook Inc,Wireshark
48:59:29,LG Electronics (Mobile Communications),Wireshark
48:59:A4,zte corporation,Wireshark
48:5A:0D,Juniper Networks,Wireshark
48:5A:3F,Wisol,Wireshark
48:5A:67,Shaanxi Ruixun Electronic Information Technology Co. Ltd,Wireshark
48:5A:B6,Hon Hai Precision Ind. Co. Ltd.,Wireshark
48:5A:EA,Fiberhome Telecommunication Technologies Co. Ltd,Wireshark
48:5B:39,ASUSTek COMPUTER INC.,Wireshark
48:5D:35,AVM Audiovisuelles Marketing und Computersysteme GmbH,Wireshark
48:5D:36,Verizon,Wireshark
48:5D:60,AzureWave Technology Inc.,Wireshark
48:5D:EB,Just Add Power,Wireshark
48:5D:ED,Sichuan Tianyi Comheart Telecom Co. Ltd,Wireshark
48:5F:08,TP-Link Technologies Co. Ltd.,Wireshark
48:5F:99,Cloud Network Technology (Samoa) Limited,Wireshark
48:60:5F,LG Electronics (Mobile Communications),Wireshark
48:60:BC,Apple Inc.,Wireshark
48:61:A3,Concern Axion JSC,Wireshark
48:61:EE,Samsung Electronics Co. Ltd,Wireshark
48:62:76,Huawei Technologies Co. Ltd,Wireshark
48:65:EE,IEEE Registration Authority,Wireshark
48:68:34,Silicon Motion Inc.,Wireshark
48:68:4A,Intel Corporate,Wireshark
48:6B:2C,Bbk Educational Electronics Corp. Ltd.,Wireshark
48:6B:91,Fleetwood Group Inc.,Wireshark
48:6D:BB,Vestel Elektronik San ve Tic. A.S.,Wireshark
48:6E:70,Zhejiang Tmall Technology Co. Ltd.,Wireshark
48:6E:73,Pica8 Inc.,Wireshark
48:6E:FB,Davit System Technology Co. Ltd.,Wireshark
48:6F:33,Kyungwoo.System Inc.,Wireshark
48:6F:D2,StorSimple Inc,Wireshark
48:70:1E,Texas Instruments,Wireshark
48:70:6F,Huawei Technologies Co. Ltd,Wireshark
48:71:19,Sgb Group Ltd.,Wireshark
48:73:10,Juniper Networks,Wireshark
48:73:97,New H3C Technologies Co. Ltd,Wireshark
48:73:CB,Tiinlab Corporation,Wireshark
48:74:12,OnePlus Technology (Shenzhen) Co. Ltd,Wireshark
48:74:6E,Apple Inc.,Wireshark
48:75:83,Intellion AG,Wireshark
48:76:04,Private,Wireshark
48:77:06,NXP Semiconductor (Tianjin) LTD.,Wireshark
48:77:46,Calix Inc.,Wireshark
48:77:BD,Guangdong Oppo Mobile Telecommunications Corp. Ltd,Wireshark
48:78:5E,Amazon Technologies Inc.,Wireshark
48:79:4D,Samsung Electronics Co. Ltd,Wireshark
48:7A:55,ALE International,Wireshark
48:7A:DA,Hangzhou H3C Technologies Co. Limited,Wireshark
48:7A:F6,Ncs Electrical Sdn Bhd,Wireshark
48:7A:FF,Essys,Wireshark
48:7B:5E,Smt Telecomm Hk,Wireshark
48:7B:6B,Huawei Technologies Co. Ltd,Wireshark
48:7D:2E,TP-Link Technologies Co. Ltd.,Wireshark
48:7E:48,Earda Technologies co Ltd,Wireshark
48:81:4E,E&M SOLUTION CO Ltd,Wireshark
48:81:D4,Ruijie Networks Co. Ltd,Wireshark
48:82:44,Life Fitness / Div. of Brunswick,Wireshark
48:82:F2,Appel Elektronik GmbH,Wireshark
48:83:B4,Guangdong Oppo Mobile Telecommunications Corp. Ltd,Wireshark
48:83:C7,Sagemcom Broadband SAS,Wireshark
48:86:E8,Microsoft Corporation,Wireshark
48:87:2D,Shen Zhen Da Xia Long Que Technology Co. Ltd,Wireshark
48:87:59,Xiaomi Communications Co Ltd,Wireshark
48:87:64,vivo Mobile Communication Co. Ltd.,Wireshark
48:88:03,ManTechnology Inc.,Wireshark
48:88:1E,EthoSwitch LLC,Wireshark
48:88:99,Shenzhen SuperElectron Technology Co. Ltd.,Wireshark
48:88:CA,Motorola (Wuhan) Mobility Technologies Communication Co. Ltd.,Wireshark
48:89:E7,Intel Corporate,Wireshark
48:8A:D2,Mercury Communication Technologies Co. Ltd.,Wireshark
48:8A:E8,vivo Mobile Communication Co. Ltd.,Wireshark
48:8C:63,Huawei Device Co. Ltd.,Wireshark
48:8D:36,Arcadyan Corporation,Wireshark
48:8E:42,DIGALOG GmbH,Wireshark
48:8E:EF,Huawei Technologies Co. Ltd,Wireshark
48:8F:4C,shenzhen trolink Technology Co. Ltd,Wireshark
48:8F:5A,Routerboard.com,Wireshark
48:90:2F,LG Electronics (Mobile Communications),Wireshark
48:91:53,Weinmann Geräte für Medizin GmbH + Co. KG,Wireshark
48:91:F6,Shenzhen Reach software technology CO. Ltd,Wireshark
48:93:DC,Uniway Infocom Pvt Ltd,Wireshark
48:95:07,Guangdong Oppo Mobile Telecommunications Corp. Ltd,Wireshark
48:98:CA,Sichuan AI-Link Technology Co. Ltd.,Wireshark
48:9A:42,Technomate Ltd,Wireshark
48:9B:D5,Extreme Networks Inc.,Wireshark
48:9B:E0,Realme Chongqing Mobile Telecommunications Corp. Ltd.,Wireshark
48:9B:E2,SCI Innovations Ltd,Wireshark
48:9D:18,Flashbay Limited,Wireshark
48:9D:24,BlackBerry RTS,Wireshark
48:9D:D1,Samsung Electronics Co. Ltd,Wireshark
48:9E:9D,Hui Zhou Gaoshengda Technology Co. Ltd,Wireshark
48:9E:BD,HP Inc.,Wireshark
48:9E:CB,Hewlett Packard Enterprise,Wireshark
48:A0:F8,Fiberhome Telecommunication Technologies Co. Ltd,Wireshark
48:A1:95,Apple Inc.,Wireshark
48:A2:2D,Shenzhen Huaxuchang Telecom Technology Co. Ltd,Wireshark
48:A2:B7,Kodofon JSC,Wireshark
48:A2:B8,Chengdu Vision-Zenith Tech.Co Ltd,Wireshark
48:A2:E6,Resideo,Wireshark
48:A3:80,Gionee Communication Equipment Co. Ltd.,Wireshark
48:A4:72,Intel Corporate,Wireshark
48:A4:93,Taiyo Yuden Co. Ltd,Wireshark
48:A5:16,Huawei Device Co. Ltd.,Wireshark
48:A5:E7,Nintendo Co. Ltd,Wireshark
48:A6:B8,Sonos Inc.,Wireshark
48:A6:D2,GJsun Optical Science and Tech Co. Ltd.,Wireshark
48:A7:3C,Sichuan tianyi kanghe communications co. LTD,Wireshark
48:A7:4E,zte corporation,Wireshark
48:A9:1C,Apple Inc.,Wireshark
48:A9:8A,Routerboard.com,Wireshark
48:A9:D2,Wistron Neweb Corporation,Wireshark
48:AA:5D,Store Electronic Systems,Wireshark
48:AD:08,Huawei Technologies Co. Ltd,Wireshark
48:AD:9A,Intel Corporate,Wireshark
48:B0:2D,NVIDIA Corporation,Wireshark
48:B2:53,Marketaxess Corporation,Wireshark
48:B2:5D,Huawei Technologies Co. Ltd,Wireshark
48:B4:23,Amazon Technologies Inc.,Wireshark
48:B5:A7,Glory Horse Industries Ltd.,Wireshark
48:B6:20,ROLI Ltd.,Wireshark
48:B8:A3,Apple Inc.,Wireshark
48:B8:DE,Homewins Technology Co. Ltd.,Wireshark
48:B9:77,PulseOn Oy,Wireshark
48:B9:C2,Teletics Inc.,Wireshark
48:BA:4E,Hewlett Packard,Wireshark
48:BC:A6,​ASUNG TECHNO CO. Ltd,Wireshark
48:BC:E1,Samsung Electronics Co. Ltd,Wireshark
48:BD:0E,Quanta Storage Inc.,Wireshark
48:BD:3D,New H3C Technologies Co. Ltd,Wireshark
48:BD:4A,Huawei Technologies Co. Ltd,Wireshark
48:BD:A7,Honor Device Co. Ltd.,Wireshark
48:BD:CE,Technicolor CH USA Inc.,Wireshark
48:BE:2D,Symanitron,Wireshark
48:BF:6B,Apple Inc.,Wireshark
48:BF:74,Baicells Technologies Co. Ltd,Wireshark
48:C0:49,Broad Telecom SA,Wireshark
48:C0:93,Xirrus Inc.,Wireshark
48:C1:AC,Plantronics Inc.,Wireshark
48:C1:EE,Honor Device Co. Ltd.,Wireshark
48:C3:5A,Lenovo(Beijing)Co. Ltd.,Wireshark
48:C3:B0,Pharos Co.Ltd,Wireshark
48:C5:8D,Lear Corporation GmbH,Wireshark
48:C6:63,GTO Access Systems LLC,Wireshark
48:C7:96,Samsung Electronics Co. Ltd,Wireshark
48:C8:62,Simo Wireless Inc.,Wireshark
48:C8:B6,SysTec GmbH,Wireshark
48:CA:C6,Union Man Technology Co. Ltd,Wireshark
48:CB:6E,Cello Electronics (UK) Ltd,Wireshark
48:CD:D3,Huawei Technologies Co. Ltd,Wireshark
48:D0:CF,Universal Electronics Inc.,Wireshark
48:D1:8E,Metis Communication Co. Ltd,Wireshark
48:D2:24,Liteon Technology Corporation,Wireshark
48:D2:4F,Sagemcom Broadband SAS,Wireshark
48:D3:43,ARRIS Group Inc.,Wireshark
48:D3:5D,Private,Wireshark
48:D5:39,Huawei Technologies Co. Ltd,Wireshark
48:D5:4C,Jeda Networks,Wireshark
48:D6:D5,Google Inc.,Wireshark
48:D7:05,Apple Inc.,Wireshark
48:D7:FF,BLANKOM Antennentechnik GmbH,Wireshark
48:D8:45,Shenzhen Mainuoke Electronics Co. Ltd,Wireshark
48:D8:55,Telvent,Wireshark
48:D8:75,China TransInfo Technology Co. Ltd,Wireshark
48:D8:90,Fn-Link Technology Limited,Wireshark
48:D8:FE,ClarIDy Solutions Inc.,Wireshark
48:DA:96,Eddy Smart Home Solutions Inc.,Wireshark
48:DB:50,Huawei Technologies Co. Ltd,Wireshark
48:DC:2D,Huawei Technologies Co. Ltd,Wireshark
48:DC:9D,Grandprint(Beijing) Technology Co. LTD.,Wireshark
48:DC:FB,Nokia Corporation,Wireshark
48:DD:0C,eero inc.,Wireshark
48:DD:9D,Itel Mobile Limited,Wireshark
48:DF:1C,Wuhan NEC Fibre Optic Communications industry Co. Ltd,Wireshark
48:DF:37,Hewlett Packard Enterprise,Wireshark
48:E1:5C,Apple Inc.,Wireshark
48:E1:AF,Vity,Wireshark
48:E1:E9,Chengdu Meross Technology Co. Ltd.,Wireshark
48:E2:44,Hon Hai Precision Ind. Co. Ltd.,Wireshark
48:E3:C3,JENOPTIK Advanced Systems GmbH,Wireshark
48:E6:95,Insigma Inc,Wireshark
48:E6:C0,SIMCom Wireless Solutions Co. Ltd.,Wireshark
48:E7:29,Espressif Inc.,Wireshark
48:E7:DA,AzureWave Technology Inc.,Wireshark
48:E9:F1,Apple Inc.,Wireshark
48:EA:63,Zhejiang Uniview Technologies Co. Ltd.,Wireshark
48:EB:30,Eterna Technology Inc.,Wireshark
48:EB:62,Murata Manufacturing Co. Ltd.,Wireshark
48:EC:5B,Nokia Solutions and Networks GmbH & Co. KG,Wireshark
48:ED:80,daesung eltec,Wireshark
48:EE:07,Silver Palm Technologies LLC,Wireshark
48:EE:0C,D-Link International,Wireshark
48:EE:86,UTStarcom (China) Co. Ltd,Wireshark
48:EF:61,Huawei Device Co. Ltd.,Wireshark
48:F0:27,Chengdu newifi Co. Ltd,Wireshark
48:F0:7B,Alpsalpine Co Ltd,Wireshark
48:F1:7F,Intel Corporate,Wireshark
48:F2:30,Ubizcore Co. Ltd,Wireshark
48:F3:17,Private,Wireshark
48:F3:F3,Baidu Online Network Technology (Beijing) Co. Ltd,Wireshark
48:F4:7D,TechVision Holding Internation Limited,Wireshark
48:F7:C0,Technicolor CH USA Inc.,Wireshark
48:F7:F1,Nokia,Wireshark
48:F8:B3,Cisco-Linksys LLC,Wireshark
48:F8:DB,Huawei Technologies Co. Ltd,Wireshark
48:F8:E1,Nokia,Wireshark
48:F8:FF,Chengdu Kt Electronic Hi-Tech Co. Ltd,Wireshark
48:F9:25,Maestronic,Wireshark
48:F9:7C,Fiberhome Telecommunication Technologies Co. Ltd,Wireshark
48:FC:B6,Lava International(H.K) Limited,Wireshark
48:FC:B8,Woodstream Corporation,Wireshark
48:FD:8E,Huawei Technologies Co. Ltd,Wireshark
48:FD:A3,Xiaomi Communications Co Ltd,Wireshark
48:FE:EA,Homa B.V.,Wireshark
4A:07:D6,IEEE 802.1 Chair,Wireshark
4A:15:40,sas de la Halle aux Fours,Wireshark
4A:19:1B,ZigBee Alliance,Wireshark
4A:5A:6F,Applied Materials,Wireshark
4A:5A:A9,GoCodeIT Inc,Wireshark
4A:67:04,Reliable Robotics Corporation,Wireshark
4A:68:8D,Shenzhen TCL New Technology Co. Ltd,Wireshark
4A:72:06,CAIRE Inc.,Wireshark
4A:7F:74,INTEC Inc.,Wireshark
4A:AD:CE,Codan Argus Ag,Wireshark
4A:C0:3F,Wuhan Hikstorage Technology Co. Ltd,Wireshark
4A:CA:3E,Zeus,Wireshark
4A:DA:10,Emotiva Audio Corp,Wireshark
4A:E0:3F,Chengdu Superxon communication Technology Co. Ltd.,Wireshark
4A:ED:1D,Astera Labs Inc,Wireshark
4C:01:43,eero inc.,Wireshark
4C:02:20,Xiaomi Communications Co Ltd,Wireshark
4C:02:2E,Cmr Korea Co. Ltd,Wireshark
4C:02:89,Lex Computech Co. Ltd,Wireshark
4C:03:4F,Intel Corporate,Wireshark
4C:06:17,Taicang T&W Electronics,Wireshark
4C:06:8A,Basler Electric Company,Wireshark
4C:06:B7,ProDVX Europe B.V.,Wireshark
